CG10463,337.565.888.124.279,Ccn
CG15515,337.565.888.124.279,Cpr49Ae
CG31176,337.565.888.124.279,CG7886
mRpL42,337.565.888.124.279,mbo
CG4398,337.565.888.124.279,p16-ARC
cas,337.565.888.124.279,CG7054
CG9674,337.565.888.124.279,CG9951
CG7845,337.565.888.124.279,Crc
ben,337.565.888.124.279,nopo
CG14419,337.565.888.124.279,Cpr78Cc
CG1950,337.565.888.124.279,Tim10
CG31414,337.565.888.124.279,stc
Art2,337.565.888.124.279,Art6
CG32706,337.565.888.124.279,CG8291
PGRP-LB,337.565.888.124.279,CG16790
CG1134,337.565.888.124.279,atl
CG12115,337.565.888.124.279,CG15185
CG34349,337.565.888.124.279,CG5359
CG17266,337.565.888.124.279,Prp18
CG14274,337.565.888.124.279,CG4073
CG14274,337.565.888.124.279,CG5327
inx2,337.565.888.124.279,CG4942
Nsf2,337.565.888.124.279,CG7757
CG10176,337.565.888.124.279,veli
CG10413,337.565.888.124.279,Bub1
dos,337.565.888.124.279,Cpr65Ax2
CG10069,337.565.888.124.279,slgA
CG12419,337.565.888.124.279,CG9572
CG2064,923.171.947.995.208,RhoGAP68F
Ccp84Ae,337.565.888.124.279,Dsim\mmd
yellow-b,337.565.888.124.279,Or85a
CG13894,337.565.888.124.279,bip2
Cyp12c1,337.565.888.124.279,CG8942
Ciao1,337.565.888.124.279,CG7949
CG10133,337.565.888.124.279,Src64B
CG10732,337.565.888.124.279,Oatp74D
CG12817,337.565.888.124.279,Exp6
CG4036,337.565.888.124.279,l(2)tid
CG14584,337.565.888.124.279,CG3808
MED30,337.565.888.124.279,CG4960
CG11068,337.565.888.124.279,CG11448
aux,337.565.888.124.279,CG15436
aux,337.565.888.124.279,CG8942
CG15456,337.565.888.124.279,Poxm
CG12004,337.565.888.124.279,CG17568
CG4269,923.171.947.995.208,Cdk4
CG17362,337.565.888.124.279,CG4617
CG14609,337.565.888.124.279,dalao
CG14456,337.565.888.124.279,CG3907
CG15651,337.565.888.124.279,CG18766
unc-4,337.565.888.124.279,gro
CG32944,337.565.888.124.279,CG6459
dpr19,337.565.888.124.279,CG17739
CG1427,337.565.888.124.279,l(2)35Bd
CG8481,337.565.888.124.279,p16-ARC
CG1785,337.565.888.124.279,Rbsn
CG14450,337.565.888.124.279,CG7135
Osi1,337.565.888.124.279,mus304
CG5220,337.565.888.124.279,CG9014
tmod,337.565.888.124.279,SH3PX1
tmod,88.943.763.882.557,Rap2l
santa-maria,337.565.888.124.279,Invadolysin
Tsp5D,337.565.888.124.279,CG6808
Tsp5D,337.565.888.124.279,prc
CG12418,337.565.888.124.279,CG8291
CG12418,337.565.888.124.279,CG9986
dally,337.565.888.124.279,Poxm
CG12262,337.565.888.124.279,CG9573
CG12262,337.565.888.124.279,mbt
CG1698,337.565.888.124.279,Src64B
CG13454,337.565.888.124.279,ATPCL
CG31886,337.565.888.124.279,CG3702
CG4323,337.565.888.124.279,CG6985
btd,337.565.888.124.279,CG15545
CG14752,337.565.888.124.279,HLH4C
CG10565,337.565.888.124.279,CG17134
CG10565,337.565.888.124.279,CG7182
CG10565,337.565.888.124.279,CG11852
CG14569,337.565.888.124.279,CG4622
CG14914,337.565.888.124.279,CG32369
CG3975,337.565.888.124.279,CG5846
Ack,337.565.888.124.279,SH3PX1
CG14120,337.565.888.124.279,His3.3B
phtf,337.565.888.124.279,CG8155
CG15012,337.565.888.124.279,CG9986
CG31974,337.565.888.124.279,CG7264
CG7512,337.565.888.124.279,CtBP
CG14911,337.565.888.124.279,tinc
CG7949,337.565.888.124.279,Rep1
CREG,337.565.888.124.279,vlc
Ipk1,337.565.888.124.279,CG7928
CG11309,337.565.888.124.279,otu
CG14054,337.565.888.124.279,CG42299
CG1737,337.565.888.124.279,CG5009
CG11391,337.565.888.124.279,Hsp67Ba
Caf1,337.565.888.124.279,CG4415
CG12730,337.565.888.124.279,trbl
Dpt,337.565.888.124.279,CG12907
mRpL27,337.565.888.124.279,Hmx
mRpL27,337.565.888.124.279,D
mRpL27,337.565.888.124.279,pbl
zfh2,88.943.763.882.557,ci
zfh2,337.565.888.124.279,CG15105
aay,337.565.888.124.279,PH4alphaNE2
aay,337.565.888.124.279,CG6945
Eaf6,337.565.888.124.279,awd
Eaf6,337.565.888.124.279,l(3)neo26
CG6753,923.171.947.995.208,RhoGAP68F
CG15859,337.565.888.124.279,CG6688
CG10590,337.565.888.124.279,CG11753
CG34325,337.565.888.124.279,NC2beta
CG11404,337.565.888.124.279,CG1275
sni,337.565.888.124.279,disco
e,337.565.888.124.279,CG8611
CG15210,337.565.888.124.279,Ef1alpha48D
l(2)34Fa,337.565.888.124.279,wntD
y,337.565.888.124.279,CG3860
CG12268,337.565.888.124.279,CG15561
mGluRA,337.565.888.124.279,CG9170
CG13587,337.565.888.124.279,CG9027
CG3760,337.565.888.124.279,CG4810
DopR2,337.565.888.124.279,Ef1alpha48D
SP71,337.565.888.124.279,CG18764
CG5720,337.565.888.124.279,CG7646
Nplp4,337.565.888.124.279,CG9986
CG5828,337.565.888.124.279,CG8768
CG5428,337.565.888.124.279,CG8292
CG15161,337.565.888.124.279,dx
CG13926,337.565.888.124.279,Dsim\mmd
CG32700,337.565.888.124.279,CG3815
CG10730,337.565.888.124.279,Ef1gamma
CG5246,337.565.888.124.279,CG9319
CG10214,337.565.888.124.279,CG7222
CG4699,88.943.763.882.557,TSG101
Rpn9,337.565.888.124.279,Rpn5
CG8605,337.565.888.124.279,CG9170
SytIV,337.565.888.124.279,CG9205
CG1317,337.565.888.124.279,CG7546
CG17108,337.565.888.124.279,CG5987
CG17108,337.565.888.124.279,CG2371
lap,88.943.763.882.557,sec5
lap,337.565.888.124.279,CG9253
mRpS9,88.943.763.882.557,grim
CG12796,337.565.888.124.279,Pros29
CG14946,923.171.947.995.208,Xpac
orb,337.565.888.124.279,RpL31
TfIIA-S-2,337.565.888.124.279,TfIIA-L
mei-P26,337.565.888.124.279,me31B
CG18275,337.565.888.124.279,Hrp59
CG13463,337.565.888.124.279,CG7011
CG13463,337.565.888.124.279,Jon65Aiv
CG11253,337.565.888.124.279,yl
CG11253,337.565.888.124.279,Hsp68
CG14313,337.565.888.124.279,CG6576
CG12082,88.943.763.882.557,okr
CG15073,337.565.888.124.279,CG8319
CG15073,337.565.888.124.279,mei-S332
CG4553,337.565.888.124.279,CG9426
CG15036,337.565.888.124.279,CG6443
CG15601,337.565.888.124.279,CG8368
CG32164,337.565.888.124.279,Epac
CG15754,337.565.888.124.279,Fbp2
mRpL35,337.565.888.124.279,CG15754
CG3532,88.943.763.882.557,exo70
l(2)dtl,337.565.888.124.279,Invadolysin
fat2,337.565.888.124.279,CG8417
CG7414,337.565.888.124.279,CG9173
PpD5,337.565.888.124.279,CG18666
CG14544,337.565.888.124.279,CG4335
CG14544,337.565.888.124.279,CG8335
CG14544,337.565.888.124.279,CG9596
CG13299,337.565.888.124.279,CG5346
Acp36DE,337.565.888.124.279,MED4
CG1319,337.565.888.124.279,mRpS17
CG5745,337.565.888.124.279,CG8230
CG13323,337.565.888.124.279,Tequila
CG13323,337.565.888.124.279,Sgt
Rab27,337.565.888.124.279,Hsp67Ba
GstD6,337.565.888.124.279,Pbp45
CG1513,337.565.888.124.279,Vap-33-1
CG1513,337.565.888.124.279,CG9205
CG1513,337.565.888.124.279,fan
CG6751,337.565.888.124.279,CG7386
Tsp33B,337.565.888.124.279,Tsp86D
CG4598,337.565.888.124.279,CG4998
CG4140,337.565.888.124.279,pip
CG14658,337.565.888.124.279,CG3819
CG30414,337.565.888.124.279,ftz-f1
CG5742,337.565.888.124.279,CG7236
CG5742,337.565.888.124.279,Tab2
CG5382,337.565.888.124.279,l(2)01289
CG13705,337.565.888.124.279,CG6707
CG10051,337.565.888.124.279,CG2767
CG10051,337.565.888.124.279,CG4461
CG31760,337.565.888.124.279,CG5027
CG2691,88.943.763.882.557,Rassf
CG13565,337.565.888.124.279,raps
Rrp4,337.565.888.124.279,Sap47
CG32280,337.565.888.124.279,gcm2
otp,337.565.888.124.279,Grasp65
mus101,337.565.888.124.279,CG30089
mus101,337.565.888.124.279,CG13001
CG13220,337.565.888.124.279,RpS8
CG13220,337.565.888.124.279,CG2608
CG13220,337.565.888.124.279,Bap60
CG3687,337.565.888.124.279,CG5608
Cyp4p2,337.565.888.124.279,por
CG12237,337.565.888.124.279,CG13627
CG12237,337.565.888.124.279,CG34110
CG14130,337.565.888.124.279,betaggt-II
CG5807,337.565.888.124.279,Su(fu)
CG5807,337.565.888.124.279,CG7628
tub,337.565.888.124.279,CG14225
tub,337.565.888.124.279,Amph
tub,337.565.888.124.279,Droj2
scat,337.565.888.124.279,CSN4
CG1602,337.565.888.124.279,Picot
bsf,337.565.888.124.279,cpb
bsf,88.943.763.882.557,fu
CG14074,337.565.888.124.279,RpL22-like
ORMDL,337.565.888.124.279,Tfb1
CG10257,337.565.888.124.279,bur
CG1909,337.565.888.124.279,CG6608
CG10799,337.565.888.124.279,CG1640
CG17141,337.565.888.124.279,CG17666
CG17141,337.565.888.124.279,bab2
CG4061,337.565.888.124.279,CG4853
jdp,337.565.888.124.279,Hn
CG10081,337.565.888.124.279,CG32372
CG32939,337.565.888.124.279,Gpdh
Exn,337.565.888.124.279,CG5792
CG11009,337.565.888.124.279,CG14119
CG11009,337.565.888.124.279,CG3529
CG11009,337.565.888.124.279,RpL40
CG18596,337.565.888.124.279,CG32772
Nhe1,337.565.888.124.279,nompB
CG32201,337.565.888.124.279,CG9522
CG42331,337.565.888.124.279,CG6357
CG31674,337.565.888.124.279,CG7196
mip40,337.565.888.124.279,Tequila
mip40,337.565.888.124.279,CG8784
CG31373,337.565.888.124.279,TwdlJ
CG31373,337.565.888.124.279,RpS27A
RfC40,337.565.888.124.279,CG8092
RfC40,337.565.888.124.279,RfC3
CG13826,337.565.888.124.279,Invadolysin
CG31133,337.565.888.124.279,Cpr73D
CG31133,337.565.888.124.279,CG4313
pcl,337.565.888.124.279,Cad99C
Pepck,337.565.888.124.279,Tequila
Pepck,337.565.888.124.279,CG30387
Pepck,337.565.888.124.279,dgt4
CG11109,337.565.888.124.279,Cyp9f2
m4,337.565.888.124.279,CG9894
m4,337.565.888.124.279,CG6792
CG15042,337.565.888.124.279,CG8417
LysE,337.565.888.124.279,brp
CG12997,337.565.888.124.279,CG31731
CG17575,337.565.888.124.279,usp
CG31665,337.565.888.124.279,Poxm
CG3652,337.565.888.124.279,Oatp30B
CG18811,337.565.888.124.279,CG4194
CG12862,337.565.888.124.279,CG6608
CG7519,337.565.888.124.279,CG8003
CG17462,337.565.888.124.279,RpS8
CG17462,337.565.888.124.279,dco
CG12682,337.565.888.124.279,Hrp59
CG12107,337.565.888.124.279,CG5375
CG12107,337.565.888.124.279,Pnn
CG12107,337.565.888.124.279,spn-F
CG12107,337.565.888.124.279,Sirt4
CG12107,337.565.888.124.279,CG14506
Zfrp8,337.565.888.124.279,sop
CG12486,337.565.888.124.279,CG32626
CG12486,337.565.888.124.279,CG32354
Or85f,337.565.888.124.279,CG42257
CG4213,337.565.888.124.279,Tm1
pnt,337.565.888.124.279,ATPsyn-b
Csl4,337.565.888.124.279,Mtr3
CG15617,337.565.888.124.279,Cpr73D
KdelR,337.565.888.124.279,sec5
CG13494,337.565.888.124.279,Scamp
CG15881,337.565.888.124.279,MED19
CG13223,337.565.888.124.279,CG14044
CG14631,337.565.888.124.279,CG9986
Tsp74F,337.565.888.124.279,CG6520
Doc3,337.565.888.124.279,Kap-alpha1
h,906.985.979.185.717,gro
Mef2,337.565.888.124.279,SPoCk
CG3149,337.565.888.124.279,CG6576
CG12534,337.565.888.124.279,CG9014
CG12534,337.565.888.124.279,alpha-catenin-related
CG15685,337.565.888.124.279,CG15753
CG15685,337.565.888.124.279,CG5026
Mrtf,337.565.888.124.279,sina
I-2,337.565.888.124.279,Pp1-87B
Ephrin,337.565.888.124.279,wor
Upf3,337.565.888.124.279,CG14853
CG5194,337.565.888.124.279,fan
CG1316,337.565.888.124.279,CG15772
CG33096,337.565.888.124.279,CG9448
CG10298,337.565.888.124.279,rec
CG10298,337.565.888.124.279,Mf
CG15047,337.565.888.124.279,CG34380
ttm2,337.565.888.124.279,Tsf1
CG13699,337.565.888.124.279,CG14101
CG14949,337.565.888.124.279,CG6576
CG15234,337.565.888.124.279,Sgt
Vps28,88.943.763.882.557,TSG101
Vps28,337.565.888.124.279,mRpS6
Act88F,337.565.888.124.279,CG6873
Lnk,337.565.888.124.279,CG1890
CG4330,337.565.888.124.279,Deaf1
Aats-asp,337.565.888.124.279,CG4853
CG11854,337.565.888.124.279,CG42348
feo,337.565.888.124.279,kek3
Ent1,337.565.888.124.279,CG3303
CG15878,337.565.888.124.279,CG7191
glu,337.565.888.124.279,CG32635
glu,337.565.888.124.279,CG1968
Roc1b,337.565.888.124.279,CG7375
CG4161,337.565.888.124.279,Traf-like
CG14128,337.565.888.124.279,cnn
CG13063,337.565.888.124.279,CG14224
CG13063,337.565.888.124.279,CG13840
CG4646,337.565.888.124.279,CG7188
CG4250,337.565.888.124.279,brk
CG2931,337.565.888.124.279,mbo
CG2931,337.565.888.124.279,Sema-2a
capu,337.565.888.124.279,ctp
blot,337.565.888.124.279,CG4887
CG5558,337.565.888.124.279,Droj2
Ugt,88.943.763.882.557,nct
Srp54k,337.565.888.124.279,CG5174
sip3,88.943.763.882.557,ptc
sip3,337.565.888.124.279,Arr1
CG12360,337.565.888.124.279,CG12470
CG14983,337.565.888.124.279,Epac
CG32786,337.565.888.124.279,CG8366
CG32786,337.565.888.124.279,bsk
Sin,337.565.888.124.279,CG5147
Sin,337.565.888.124.279,ftz
Ranbp21,337.565.888.124.279,CG5642
CG11693,337.565.888.124.279,CG12985
CG11693,337.565.888.124.279,Droj2
CG33232,337.565.888.124.279,CG5009
CG11255,337.565.888.124.279,Taf12
CG11255,337.565.888.124.279,Glycogenin
CG34362,337.565.888.124.279,noc
CG10585,337.565.888.124.279,CG8247
CG10585,337.565.888.124.279,CG5009
RpI1,337.565.888.124.279,CG6843
CG14861,337.565.888.124.279,RpL31
Ect3,337.565.888.124.279,sip1
CG12692,337.565.888.124.279,Rbp9
CG12692,337.565.888.124.279,CG8368
mRpL46,337.565.888.124.279,mRpL40
CG13073,337.565.888.124.279,stc
Cyp309a2,337.565.888.124.279,CG9986
CG11739,337.565.888.124.279,Poxm
CG16903,337.565.888.124.279,koi
CG12784,337.565.888.124.279,CycK
CG12784,337.565.888.124.279,Tom
CG12030,337.565.888.124.279,CG6685
CG33111,337.565.888.124.279,CG7406
CG33111,337.565.888.124.279,Neos
CG33111,337.565.888.124.279,aru
sut2,337.565.888.124.279,CG3099
Atu,337.565.888.124.279,rols
rasp,337.565.888.124.279,Arp5
rasp,337.565.888.124.279,CG13022
CG3860,337.565.888.124.279,Hsp67Ba
CG9266,337.565.888.124.279,CG9609
CG1213,337.565.888.124.279,CG3164
Updo,88.943.763.882.557,Hrs
cype,337.565.888.124.279,yellow-g
CG15125,337.565.888.124.279,CG5846
CG1837,337.565.888.124.279,sns
CG1021,337.565.888.124.279,CG17344
Gfat2,88.943.763.882.557,grk
Gfat2,337.565.888.124.279,prc
Zw,337.565.888.124.279,spn-B
CG6680,337.565.888.124.279,CG7786
CG5043,337.565.888.124.279,sip2
Pka-C2,337.565.888.124.279,Cyp6d5
Taf13,337.565.888.124.279,Taf11
Taf13,337.565.888.124.279,TfIIA-L
twe,923.171.947.995.208,cdc2
twe,923.171.947.995.208,RPA2
MAPk-Ak2,337.565.888.124.279,p38b
MAPk-Ak2,337.565.888.124.279,CG9836
Glut1,337.565.888.124.279,Fcp3C
Glut1,337.565.888.124.279,term
Glut1,337.565.888.124.279,Sirt4
mav,337.565.888.124.279,CG5846
mav,337.565.888.124.279,GckIII
CG15201,337.565.888.124.279,CG8942
CG15201,337.565.888.124.279,CG32369
HDAC4,88.943.763.882.557,Dl
HDAC4,337.565.888.124.279,14-3-3zeta
CG11897,337.565.888.124.279,Cpr47Ea
Hr96,337.565.888.124.279,sec31
Hr96,337.565.888.124.279,CG9902
Hr96,337.565.888.124.279,raps
Hr96,337.565.888.124.279,CG13032
milt,337.565.888.124.279,Miro
milt,337.565.888.124.279,ey
CG5337,337.565.888.124.279,ran-like
CG14043,337.565.888.124.279,ncd
CG3909,337.565.888.124.279,CG4563
mthl4,337.565.888.124.279,CG9986
CG13609,337.565.888.124.279,par-6
CG13609,337.565.888.124.279,CG8552
CG13609,337.565.888.124.279,CG42299
CG31635,337.565.888.124.279,CG9578
CG17721,337.565.888.124.279,rols
Tsp42Ef,337.565.888.124.279,CG8219
CG7059,337.565.888.124.279,mRpL24
CG17896,337.565.888.124.279,Kap-alpha1
CG15200,337.565.888.124.279,CG15482
Pros26,337.565.888.124.279,CG8066
CG1294,337.565.888.124.279,CG12985
CG18594,337.565.888.124.279,CG9986
CG12656,337.565.888.124.279,CG18594
CG11790,337.565.888.124.279,CG3397
CG11790,337.565.888.124.279,CG6733
myoglianin,337.565.888.124.279,Mst98Cb
cora,999.773.787.651.243,Mer
cora,337.565.888.124.279,CG9636
cora,88.943.763.882.557,CG8965
Teh2,337.565.888.124.279,CG4073
tou,337.565.888.124.279,CG6843
tou,88.943.763.882.557,lig3
CG17738,337.565.888.124.279,und
CG4854,337.565.888.124.279,CG5792
CG42260,337.565.888.124.279,loqs
CG3679,923.171.947.995.208,Klc
CG3679,337.565.888.124.279,sina
CG3679,337.565.888.124.279,CG4617
tun,337.565.888.124.279,CG8997
CG34375,923.171.947.995.208,CG8128
CG34375,923.171.947.995.208,mad2
CG8147,337.565.888.124.279,Dsim\mmd
CG5073,337.565.888.124.279,Poxm
Caf1-105,337.565.888.124.279,Ald
CG14253,337.565.888.124.279,ATPCL
CG34384,337.565.888.124.279,Dp
Acer,337.565.888.124.279,CG5844
Acer,337.565.888.124.279,CG32654
CG42267,337.565.888.124.279,CG30122
CG15330,337.565.888.124.279,CG4546
olf186-F,337.565.888.124.279,Gsc
sktl,337.565.888.124.279,CG9986
CG12608,337.565.888.124.279,CG8841
CG11145,337.565.888.124.279,CG9511
CG11504,337.565.888.124.279,CG4335
CG11504,337.565.888.124.279,CG13405
CG31716,337.565.888.124.279,CG4835
BthD,337.565.888.124.279,CG6843
CG6656,337.565.888.124.279,Poxm
mRpL3,337.565.888.124.279,vari
Eap,923.171.947.995.208,mnb
CG5732,337.565.888.124.279,eIF4E-5
CG34123,337.565.888.124.279,CG34383
CG11791,337.565.888.124.279,CG18528
CG11791,337.565.888.124.279,CG4853
Hop,337.565.888.124.279,CG9117
Hop,88.943.763.882.557,Nup133
CG14193,337.565.888.124.279,CG9902
CG12868,337.565.888.124.279,CG15561
CG4199,337.565.888.124.279,CG9986
CG32512,337.565.888.124.279,CG9986
CG13999,337.565.888.124.279,CG14186
CG14817,337.565.888.124.279,Usf
CG13712,337.565.888.124.279,Kap-alpha3
comm,337.565.888.124.279,RpS9
CG14692,337.565.888.124.279,rpr
CG14692,337.565.888.124.279,CG2200
CG5104,337.565.888.124.279,sina
ng2,337.565.888.124.279,CG6459
CG12206,337.565.888.124.279,jbug
CG12206,337.565.888.124.279,Invadolysin
cul-5,337.565.888.124.279,CG7427
CG11679,337.565.888.124.279,CG7757
smo,337.565.888.124.279,ctp
smo,337.565.888.124.279,oho23B
CG13581,337.565.888.124.279,Umbrea
CG13581,337.565.888.124.279,Calx
CG17856,337.565.888.124.279,CG8907
CG13784,337.565.888.124.279,CG8219
CG13784,337.565.888.124.279,CG13889
CG15445,88.943.763.882.557,ci
CG15445,337.565.888.124.279,PSR
CG15911,923.171.947.995.208,CG5363
CG2767,337.565.888.124.279,CG8228
SMC2,337.565.888.124.279,Golgin84
SMC2,337.565.888.124.279,CG3911
CG10996,337.565.888.124.279,pip
CG30035,337.565.888.124.279,CG5792
CG30035,337.565.888.124.279,Prosbeta2
B4,337.565.888.124.279,CG9793
CG5532,337.565.888.124.279,CG8292
CG8931,337.565.888.124.279,CG9511
CG6329,337.565.888.124.279,CG7637
Cnx99A,337.565.888.124.279,CG13030
CG2658,337.565.888.124.279,RpS11
CG32207,337.565.888.124.279,CG8541
Surf6,337.565.888.124.279,MRG15
Surf6,337.565.888.124.279,CG9306
cul-4,337.565.888.124.279,CG9083
Tcp-1eta,337.565.888.124.279,MED4
CG13077,337.565.888.124.279,CG13671
SNF1A,337.565.888.124.279,CG9083
hig,337.565.888.124.279,CG34398
Aprt,337.565.888.124.279,CG5941
pav,337.565.888.124.279,CG31368
CG14315,337.565.888.124.279,CG6683
ng4,337.565.888.124.279,CG34380
CG5190,337.565.888.124.279,CG9511
CG5190,337.565.888.124.279,scu
CG12824,337.565.888.124.279,grk
CG15194,337.565.888.124.279,CG2107
mRpL51,337.565.888.124.279,CG9740
CG1234,337.565.888.124.279,CG5359
Ccap,337.565.888.124.279,CG5890
CG4692,337.565.888.124.279,CG5645
Cpr,337.565.888.124.279,CG33213
CG15577,337.565.888.124.279,CG6808
mRpS33,337.565.888.124.279,CG9986
CG15374,337.565.888.124.279,CG3353
CG31673,337.565.888.124.279,CG9465
beat-IIb,337.565.888.124.279,Psn
CG18788,337.565.888.124.279,CG6905
CG1957,923.171.947.995.208,rev7
CG1957,923.171.947.995.208,HLH3B
CG13324,337.565.888.124.279,Tequila
CG13324,337.565.888.124.279,Sgt
CG17438,337.565.888.124.279,CG1764
CG13887,337.565.888.124.279,Zfrp8
CG13887,337.565.888.124.279,CG17438
CG10055,337.565.888.124.279,CG11635
mspo,337.565.888.124.279,Actr13E
CG13397,337.565.888.124.279,CG2371
CG1647,337.565.888.124.279,CG8569
CG1647,337.565.888.124.279,raps
CG1647,337.565.888.124.279,wdb
Ork1,337.565.888.124.279,CG42299
CG4103,337.565.888.124.279,snf
CG1888,337.565.888.124.279,Pen
CG11201,337.565.888.124.279,CG9232
CG11201,337.565.888.124.279,CG9902
Nat1,337.565.888.124.279,CG9922
Nat1,337.565.888.124.279,C901
CG9196,337.565.888.124.279,CG9465
CG12498,337.565.888.124.279,CG30084
CG12684,337.565.888.124.279,CG8942
CG15208,337.565.888.124.279,MCPH1
fzy,337.565.888.124.279,CG8204
fzy,337.565.888.124.279,CG5174
CG10344,337.565.888.124.279,CG30160
CG10344,337.565.888.124.279,CG1746
CG10344,337.565.888.124.279,CG12012
CG14062,337.565.888.124.279,crol
CG14062,337.565.888.124.279,l(3)L1231
CG14062,337.565.888.124.279,CycB
CG14062,337.565.888.124.279,loqs
MP1,337.565.888.124.279,CG17667
CG2076,337.565.888.124.279,CG8228
CG11880,337.565.888.124.279,Ccp84Ad
CG11880,337.565.888.124.279,Cpr47Ef
CG11880,337.565.888.124.279,CG12256
CG4774,337.565.888.124.279,Nca
CG7806,337.565.888.124.279,RpL22-like
Coprox,337.565.888.124.279,dl
CG13196,337.565.888.124.279,CG5866
Gyc-89Da,337.565.888.124.279,CG15529
CG15093,337.565.888.124.279,CG18128
CG14834,337.565.888.124.279,CG5149
CG14834,337.565.888.124.279,CG17777
CG14834,337.565.888.124.279,CG5640
CG10177,337.565.888.124.279,Arf102F
CG1702,337.565.888.124.279,Cchl
CG1702,337.565.888.124.279,CycE
CG1702,337.565.888.124.279,tamo
CG17181,337.565.888.124.279,Aef1
Mi-2,337.565.888.124.279,CG8173
roq,337.565.888.124.279,CG16899
roq,337.565.888.124.279,Traf-like
CG10958,337.565.888.124.279,Droj2
CG12729,337.565.888.124.279,CG5681
Tsp42Ee,337.565.888.124.279,sns
CG14414,337.565.888.124.279,Rad23
CG14414,337.565.888.124.279,CG8665
Magi,999.773.787.651.243,Rap2l
Magi,337.565.888.124.279,CG32264
Magi,337.565.888.124.279,imd
mRpS6,337.565.888.124.279,Tsp97E
mRpS6,337.565.888.124.279,Ama
mRpS6,337.565.888.124.279,CG9007
CG31082,337.565.888.124.279,SH3PX1
CG30419,337.565.888.124.279,CG9986
CG5770,337.565.888.124.279,Ela
Eph,337.565.888.124.279,CG15141
CG9330,337.565.888.124.279,Ada2b
CG17293,337.565.888.124.279,su(s)
CG17293,337.565.888.124.279,CG9330
CG11710,337.565.888.124.279,CG15658
StIP,337.565.888.124.279,CG14000
StIP,337.565.888.124.279,CG13510
CG4065,337.565.888.124.279,CG5009
CG10326,337.565.888.124.279,CG12721
CG10326,337.565.888.124.279,slgA
CG10326,337.565.888.124.279,CG6576
C3G,337.565.888.124.279,Cyp316a1
CG18568,337.565.888.124.279,ctp
